new_customer,income_verification,language,age,gender,country,amount,loan_duration,use_of_loan,education,marital_status,nr_dependants,employment_status,employment_duration,work_experience,occupation,home_ownership,income,existing_debt,total_debt,debt_to_income,disposable_income,credit_score_microL,credit_score_equifax,credit_score_ee_mini,nr_previous_loans,amount_previous_loans,previous_repayments,previous_early_repayments,previous_early_repayments_count,default,credit_score_fi_asiakas_c,credit_score_fi_asiakas_n
1,expenses_verified,estonian,46,female,EE,3000.0,36,other,secondary,divorced,0.0,fully,UpTo1Year,LessThan2Years,agriculture,tenant_furnished,500.0,4,287.0,25.6,289.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,27,male,EE,10000.0,60,loan_consolidation,secondary,cohabitant,1.0,fully,UpTo4Years,5To10Years,processing,living_with_parents,1024.0,8,634.0,30.37,509.0,,,,1,250.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,75,male,EE,400.0,12,loan_consolidation,secondary,cohabitant,0.0,retiree,,LessThan2Years,other,owner,331.0,3,64.0,11.78,228.0,,,1000.0,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,53,female,EE,1000.0,24,home_improvement,higher,cohabitant,0.0,fully,MoreThan5Years,10To15Years,other,owner,938.0,7,452.0,40.09,389.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,56,female,EE,10000.0,60,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo3Years,2To5Years,administrative,owner,1066.0,24,4100.0,34.15,345.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,25,male,EE,1200.0,36,home_improvement,basic,cohabitant,0.0,fully,UpTo3Years,2To5Years,processing,mortgage,868.0,6,423.0,10.37,395.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,38,male,EE,2500.0,36,home_improvement,secondary,cohabitant,1.0,entrepreneur,UpTo5Years,15To25Years,construction,owner,950.0,5,352.0,33.47,511.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,23,female,EE,800.0,36,home_improvement,higher,cohabitant,1.0,fully,UpTo2Years,LessThan2Years,civil_service,owner,607.0,6,300.0,24.05,274.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,23,female,EE,120.0,4,other,secondary,single,0.0,fully,UpTo2Years,LessThan2Years,catering,joint_tenant,540.0,3,221.0,29.44,287.0,,,800.0,1,150.0,156.54,0.0,0,0,,
1,expenses_verified,estonian,29,male,EE,300.0,6,health,secondary,cohabitant,0.0,fully,UpTo2Years,LessThan2Years,entertainment,tenant_furnished,650.0,3,271.0,13.23,325.0,,,700.0,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,22,female,EE,3000.0,36,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo2Years,2To5Years,other,owner,900.0,12,752.0,28.0,617.0,,,,0,0.0,0.0,0.0,0,1,,
0,expenses_verified,estonian,35,female,EE,1300.0,24,loan_consolidation,secondary,cohabitant,2.0,fully,UpTo2Years,5To10Years,catering,mortgage,727.0,8,483.0,19.53,250.0,,,,1,600.0,232.58,0.0,0,0,,
1,expenses_verified,russian,36,female,EE,2500.0,60,loan_consolidation,basic,divorced,1.0,fully,UpTo4Years,15To25Years,processing,tenant_furnished,744.0,14,229.0,36.16,443.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,29,female,EE,7600.0,48,loan_consolidation,secondary,married,0.0,fully,UpTo3Years,2To5Years,finance,joint_tenant,800.0,15,1281.0,37.13,428.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,28,male,EE,2400.0,12,home_improvement,higher,cohabitant,0.0,fully,UpTo3Years,5To10Years,processing,joint_tenant,1016.0,4,294.0,27.76,495.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,27,male,EE,400.0,12,other,vocational,cohabitant,1.0,fully,MoreThan5Years,5To10Years,utilities,living_with_parents,800.0,5,370.0,17.5,391.0,,,1000.0,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,23,male,EE,1100.0,18,home_improvement,secondary,cohabitant,0.0,fully,UpTo2Years,2To5Years,processing,tenant_furnished,940.0,7,478.0,35.21,387.0,,,,2,3200.0,952.84,0.0,0,1,,
1,expenses_verified,estonian,21,male,EE,2000.0,36,other,secondary,single,0.0,fully,UpTo2Years,LessThan2Years,research,owner,550.0,4,45.0,15.09,422.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,finnish,38,male,FI,3185.0,60,unknown,vocational,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,2000.0,1,400.0,0.0,0.0,M,,,0,0.0,0.0,0.0,0,1,,2.0
0,unverified,estonian,35,male,EE,1165.0,36,unknown,higher,unknown,,not_specified,UpTo5Years,,unknown,mortgage,1436.0,6,719.25,0.0,0.0,M,,1000.0,4,11790.0,3722.62,0.0,0,0,,
1,expenses_verified,estonian,34,female,EE,6400.0,60,loan_consolidation,higher,cohabitant,3.0,fully,MoreThan5Years,10To15Years,healthcare,owner,903.0,15,664.0,30.68,305.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,26,male,EE,1900.0,24,other,secondary,cohabitant,0.0,fully,UpTo1Year,LessThan2Years,construction,tenant_furnished,1911.0,4,296.0,6.8,1511.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,61,male,EE,800.0,36,loan_consolidation,higher,cohabitant,0.0,retiree,,LessThan2Years,other,joint_ownership,1242.0,6,443.0,17.79,766.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,26,female,EE,2000.0,60,loan_consolidation,basic,cohabitant,0.0,fully,MoreThan5Years,5To10Years,civil_service,joint_tenant,369.0,7,196.0,32.52,182.0,,,,0,0.0,0.0,0.0,0,0,,
0,unverified,estonian,34,male,EE,1590.0,18,unknown,vocational,unknown,,not_specified,UpTo5Years,,unknown,owner,700.0,1,315.54,0.0,0.0,M,,1000.0,1,6375.0,4157.96,0.0,0,0,,
0,unverified,estonian,31,male,EE,530.0,60,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,living_with_parents,1575.0,4,408.39,0.0,0.0,M,,1000.0,2,3695.0,3518.84,0.0,0,0,,
1,expenses_verified,estonian,25,male,EE,530.0,60,unknown,higher,unknown,,not_specified,UpTo1Year,,unknown,other,800.0,1,107.07,0.0,0.0,M,,1000.0,1,2230.0,98.14,0.0,0,1,,
1,expenses_verified,estonian,27,male,EE,10000.0,36,business,higher,cohabitant,0.0,fully,MoreThan5Years,5To10Years,other,owner,1683.0,4,1160.0,23.29,886.0,,,,0,0.0,0.0,0.0,0,1,,
0,expenses_verified,estonian,46,male,EE,1800.0,48,home_improvement,secondary,married,1.0,fully,UpTo2Years,MoreThan25Years,processing,owner,910.0,5,452.0,25.49,405.0,,,,4,1267.0082,1035.085,0.0,0,0,,
0,expenses_verified,estonian,30,female,EE,7000.0,60,loan_consolidation,secondary,single,0.0,fully,MoreThan5Years,10To15Years,retail,living_with_parents,750.0,5,421.0,29.07,475.0,,,,2,2400.0,1189.0,0.0,0,1,,
0,expenses_verified,estonian,32,male,EE,2000.0,60,vehicle,secondary,married,2.0,fully,MoreThan5Years,15To25Years,other,mortgage,1900.0,12,1136.0,25.84,717.0,,,,4,4175.0,3933.39,0.0,0,0,,
0,expenses_verified,spanish,54,male,ES,530.0,36,unknown,primary,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,1250.0,2,186.75,0.0,0.0,M5,B,,1,530.0,154.3,0.0,0,1,,
0,expenses_verified,finnish,44,male,FI,2335.0,48,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,3100.0,10,1013.55,0.0,0.0,M,,,3,5095.0,2564.84,0.0,0,0,,1.0
0,expenses_verified,english,41,male,ES,530.0,36,unknown,higher,unknown,,not_specified,UpTo1Year,,unknown,owner,1650.0,5,302.65,0.0,0.0,M1,C,,1,530.0,179.61,0.0,0,1,,
0,expenses_verified,estonian,32,female,EE,3000.0,60,vehicle,higher,married,2.0,fully,UpTo2Years,LessThan2Years,healthcare,owner,786.0,11,379.0,42.49,410.0,,,,1,1000.0,730.93,0.0,0,0,,
1,expenses_verified,estonian,65,male,EE,2000.0,36,loan_consolidation,basic,single,0.0,fully,MoreThan5Years,10To15Years,processing,owner,624.0,4,259.0,47.6,282.0,,,,1,3000.0,177.71,0.0,0,0,,
1,expenses_verified,estonian,37,female,EE,7000.0,60,loan_consolidation,secondary,cohabitant,1.0,fully,UpTo5Years,2To5Years,other,mortgage,999.0,14,1092.0,21.82,259.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,russian,32,female,EE,7800.0,48,home_improvement,higher,single,1.0,fully,MoreThan5Years,10To15Years,civil_service,owner,785.0,4,263.0,34.65,250.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,27,female,EE,750.0,24,other,secondary,cohabitant,2.0,fully,MoreThan5Years,5To10Years,retail,mortgage,465.0,6,242.0,26.88,182.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,28,male,EE,700.0,24,other,vocational,single,0.0,fully,UpTo3Years,2To5Years,energy,living_with_parents,527.0,6,191.0,38.71,298.0,,,,1,1550.0,1026.06,0.0,0,0,,
0,expenses_verified,estonian,28,male,EE,2500.0,48,other,vocational,cohabitant,1.0,fully,UpTo4Years,2To5Years,processing,tenant_unfurnished,1100.0,5,635.0,12.91,378.0,,,,1,1000.0,224.87,0.0,0,1,,
1,expenses_verified,estonian,26,female,EE,5000.0,60,loan_consolidation,secondary,cohabitant,1.0,fully,UpTo1Year,5To10Years,retail,joint_ownership,536.0,4,126.0,29.1,265.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,38,male,EE,1200.0,24,vehicle,secondary,married,0.0,fully,MoreThan5Years,15To25Years,agriculture,owner,1000.0,4,293.0,35.5,645.0,,,,2,3139.1107,3491.8804,0.0,0,0,,
1,expenses_verified,russian,31,female,EE,3700.0,36,other,vocational,cohabitant,0.0,fully,UpTo4Years,2To5Years,processing,mortgage,621.0,7,318.0,30.76,146.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,55,female,EE,2000.0,36,loan_consolidation,higher,cohabitant,0.0,fully,MoreThan5Years,MoreThan25Years,catering,joint_ownership,595.0,7,350.0,20.0,438.0,,,,0,0.0,0.0,0.0,0,1,,
0,expenses_verified,estonian,46,female,EE,6100.0,60,loan_consolidation,higher,cohabitant,2.0,fully,MoreThan5Years,10To15Years,retail,owner,903.0,10,509.0,52.93,197.0,,,,1,3000.0,311.28,0.0,0,0,,
0,expenses_verified,estonian,37,male,EE,3000.0,12,loan_consolidation,secondary,cohabitant,3.0,fully,UpTo4Years,2To5Years,energy,joint_ownership,1520.0,4,705.0,34.74,612.0,,,,1,3000.0,2919.05,0.0,0,0,,
1,expenses_verified,estonian,42,female,EE,5200.0,60,home_improvement,secondary,divorced,1.0,fully,MoreThan5Years,5To10Years,transport,owner,700.0,11,537.0,26.86,279.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,24,male,EE,7000.0,60,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo4Years,2To5Years,telecom,joint_tenant,1100.0,17,2711.0,38.27,486.0,,,,1,3000.0,523.47,0.0,0,1,,
1,expenses_verified,estonian,43,female,EE,400.0,18,vehicle,basic,cohabitant,1.0,fully,MoreThan5Years,5To10Years,healthcare,joint_ownership,321.0,1,44.0,22.12,250.0,,,1000.0,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,41,female,EE,3200.0,36,real_estate,higher,married,1.0,fully,MoreThan5Years,5To10Years,healthcare,mortgage,797.0,6,406.0,16.56,259.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,russian,50,male,EE,1000.0,24,loan_consolidation,higher,married,1.0,fully,MoreThan5Years,15To25Years,education,mortgage,573.0,7,366.0,42.58,150.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,spanish,48,male,ES,530.0,36,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,1200.0,2,421.5,0.0,0.0,M5,B,,1,530.0,230.86,0.0,0,1,,
1,expenses_verified,spanish,52,unknown,ES,530.0,36,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,mortgage,1256.0,1,388.0,0.0,0.0,M1,B,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,32,male,EE,530.0,3,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,living_with_parents,900.0,6,213.27,0.0,0.0,M,,1000.0,4,3630.0,4167.19,0.0,0,0,,
0,expenses_verified,spanish,26,female,ES,1590.0,36,unknown,vocational,unknown,,not_specified,UpTo1Year,,unknown,owner,800.0,0,0.0,0.0,0.0,M3,A,,1,855.0,1107.3,0.0,0,1,,
1,expenses_verified,finnish,57,male,FI,4250.0,36,unknown,higher,unknown,,not_specified,MoreThan5Years,,unknown,owner,2400.0,2,550.0,0.0,0.0,M,,,0,0.0,0.0,0.0,0,1,,3.0
0,expenses_verified,spanish,24,unknown,ES,1060.0,18,unknown,vocational,unknown,,not_specified,UpTo1Year,,unknown,living_with_parents,1300.0,1,0.0,0.0,0.0,M1,B,,1,1060.0,1299.68,0.0,0,0,,
0,unverified,estonian,55,male,EE,530.0,36,unknown,secondary,unknown,,not_specified,UpTo5Years,,unknown,owner,908.0,4,185.04,0.0,0.0,M,,900.0,3,1560.0,868.71,0.0,0,1,,
0,expenses_verified,estonian,66,male,EE,530.0,36,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,owner,2575.0,3,475.67,0.0,0.0,M,,1000.0,2,11295.0,2187.74,0.0,0,1,,
1,unverified,finnish,52,male,FI,2125.0,36,unknown,primary,unknown,,not_specified,MoreThan5Years,,unknown,owner,1480.0,0,0.0,0.0,0.0,M,,,0,0.0,0.0,0.0,0,1,,3.0
1,unverified,estonian,44,male,EE,740.0,60,unknown,secondary,unknown,,not_specified,UpTo1Year,,unknown,other,750.0,1,33.6,0.0,0.0,M,,1000.0,1,1060.0,50.15,0.0,0,1,,
0,unverified,spanish,38,male,ES,530.0,36,unknown,secondary,unknown,,not_specified,MoreThan5Years,,unknown,tenant_furnished,1100.0,2,50.61,0.0,0.0,M1,C,,1,530.0,128.01,0.0,0,1,,
0,unverified,estonian,43,male,EE,1700.0,36,unknown,vocational,unknown,,not_specified,UpTo5Years,,unknown,mortgage,900.0,4,262.22,0.0,0.0,M,,1000.0,1,2125.0,1536.12,0.0,0,1,,
1,expenses_verified,estonian,41,female,EE,6500.0,24,loan_consolidation,secondary,married,1.0,fully,MoreThan5Years,15To25Years,other,owner,1945.0,14,864.0,21.03,978.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,38,female,EE,7000.0,60,health,higher,married,1.0,fully,MoreThan5Years,15To25Years,education,owner,955.0,12,264.0,34.35,473.0,,,,1,2000.0,468.25,0.0,0,1,,
0,expenses_verified,estonian,36,male,EE,1250.0,12,travel,higher,married,1.0,fully,MoreThan5Years,15To25Years,civil_service,tenant_unfurnished,1250.0,8,780.0,37.76,349.0,,,,1,3000.0,3344.65,0.0,0,0,,
1,expenses_verified,estonian,35,male,EE,1400.0,12,travel,secondary,single,0.0,fully,MoreThan5Years,10To15Years,civil_service,living_with_parents,1344.0,6,477.0,19.2,732.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,37,female,EE,800.0,36,home_improvement,vocational,cohabitant,0.0,fully,MoreThan5Years,5To10Years,entertainment,owner,533.0,7,143.0,27.2,357.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,39,female,EE,3400.0,60,home_improvement,secondary,cohabitant,2.0,fully,UpTo3Years,2To5Years,retail,living_with_parents,674.0,12,466.0,41.84,287.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,43,male,EE,7000.0,60,loan_consolidation,basic,cohabitant,2.0,fully,UpTo4Years,15To25Years,construction,tenant_furnished,790.0,8,410.0,28.61,354.0,,,,1,2000.0,330.68,0.0,0,1,,
1,expenses_verified,estonian,34,male,EE,500.0,12,other,vocational,cohabitant,4.0,fully,UpTo3Years,2To5Years,processing,tenant_furnished,674.0,4,293.0,18.99,333.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,28,male,EE,2000.0,60,home_improvement,secondary,married,2.0,fully,UpTo1Year,10To15Years,retail,owner,1350.0,2,660.0,4.44,630.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,38,male,EE,3000.0,36,loan_consolidation,secondary,cohabitant,0.0,fully,MoreThan5Years,15To25Years,civil_service,tenant_furnished,750.0,5,463.0,16.53,438.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,24,female,EE,3000.0,6,vehicle,secondary,cohabitant,2.0,fully,MoreThan5Years,5To10Years,other,living_with_parents,1761.0,6,1393.0,56.73,633.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,34,female,EE,1100.0,36,other,secondary,cohabitant,1.0,fully,UpTo1Year,LessThan2Years,retail,owner,610.0,8,356.0,11.48,240.0,,,,2,400.0,427.65,0.0,0,0,,
1,expenses_verified,estonian,28,female,EE,2900.0,36,loan_consolidation,secondary,cohabitant,0.0,partially,UpTo2Years,10To15Years,construction,living_with_parents,700.0,0,0.0,16.29,586.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,64,female,EE,1550.0,36,loan_consolidation,secondary,widow,0.0,fully,UpTo4Years,2To5Years,civil_service,owner,658.0,7,300.0,39.06,288.0,,,,1,2000.0,417.64,0.0,0,1,,
1,expenses_verified,estonian,43,male,EE,3400.0,60,home_improvement,secondary,cohabitant,0.0,fully,,2To5Years,other,living_with_parents,870.0,10,414.0,40.57,350.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,25,female,EE,700.0,36,home_improvement,secondary,cohabitant,1.0,fully,UpTo5Years,5To10Years,retail,living_with_parents,773.0,4,457.0,55.11,287.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,29,male,EE,3900.0,36,loan_consolidation,secondary,cohabitant,0.0,fully,MoreThan5Years,10To15Years,telecom,tenant_furnished,690.0,7,1063.0,27.39,320.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,russian,39,male,EE,9500.0,60,other,vocational,married,2.0,fully,MoreThan5Years,15To25Years,transport,joint_ownership,1250.0,9,746.0,39.12,342.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,29,male,EE,1000.0,60,loan_consolidation,secondary,cohabitant,2.0,fully,UpTo1Year,LessThan2Years,telecom,tenant_unfurnished,1926.0,5,1414.0,34.16,638.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,57,female,EE,1000.0,24,home_improvement,higher,cohabitant,0.0,retiree,,LessThan2Years,other,owner,509.0,4,134.0,29.27,320.0,,,,1,1500.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,51,male,EE,1300.0,24,other,vocational,married,0.0,fully,UpTo2Years,LessThan2Years,transport,owner,2212.0,6,584.0,13.16,1557.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,33,male,EE,650.0,48,vehicle,secondary,cohabitant,0.0,entrepreneur,UpTo3Years,15To25Years,finance,joint_ownership,1540.0,12,445.0,24.87,1075.0,,,,12,7098.2382,5198.2972,0.0,0,0,,
1,expenses_verified,estonian,38,female,EE,4000.0,60,loan_consolidation,higher,cohabitant,1.0,fully,UpTo3Years,2To5Years,civil_service,living_with_parents,1060.0,19,1395.0,52.26,382.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,35,female,EE,6000.0,60,loan_consolidation,secondary,cohabitant,2.0,fully,MoreThan5Years,15To25Years,telecom,joint_ownership,1004.0,11,789.0,40.24,325.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,32,female,EE,3000.0,60,vehicle,higher,cohabitant,1.0,entrepreneur,MoreThan5Years,5To10Years,retail,living_with_parents,599.0,0,0.0,16.19,502.0,,,,3,3600.0,4147.98,0.0,0,0,,
1,expenses_verified,estonian,21,male,EE,1000.0,12,loan_consolidation,secondary,single,0.0,fully,UpTo2Years,LessThan2Years,agriculture,living_with_parents,316.0,5,209.0,38.92,136.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,25,male,EE,1070.0,24,home_improvement,vocational,cohabitant,1.0,fully,UpTo2Years,5To10Years,agriculture,owner,714.0,4,127.0,20.45,528.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,30,male,EE,4500.0,48,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo4Years,2To5Years,construction,tenant_unfurnished,1150.0,9,650.0,33.57,545.0,,,,8,6550.0,4737.05,0.0,0,1,,
1,expenses_verified,estonian,26,female,EE,5000.0,60,loan_consolidation,secondary,cohabitant,2.0,fully,UpTo1Year,LessThan2Years,construction,joint_ownership,1385.0,5,141.0,11.34,1112.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,41,female,EE,2500.0,60,loan_consolidation,secondary,cohabitant,0.0,fully,MoreThan5Years,10To15Years,agriculture,tenant_furnished,500.0,11,366.0,20.0,357.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,russian,40,female,EE,5000.0,60,loan_consolidation,secondary,divorced,0.0,fully,,15To25Years,other,mortgage,677.0,13,772.0,38.26,356.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,russian,28,female,EE,4000.0,48,loan_consolidation,higher,cohabitant,1.0,fully,UpTo1Year,10To15Years,other,living_with_parents,652.0,8,591.0,51.53,251.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,52,male,EE,5000.0,60,loan_consolidation,secondary,cohabitant,2.0,fully,MoreThan5Years,MoreThan25Years,transport,owner,740.0,12,741.0,52.7,273.0,,,,0,0.0,0.0,0.0,0,1,,
0,expenses_verified,estonian,25,male,EE,2300.0,48,loan_consolidation,higher,cohabitant,0.0,fully,UpTo3Years,2To5Years,retail,tenant_furnished,1442.0,12,738.0,45.01,781.0,,,,1,1500.0,275.1,0.0,0,1,,
0,expenses_verified,estonian,25,male,EE,4000.0,36,loan_consolidation,basic,cohabitant,1.0,fully,MoreThan5Years,5To10Years,processing,owner_with_encumbrance,1511.0,16,831.0,19.39,803.0,,,,1,250.0,279.81,0.0,0,0,,
1,expenses_verified,estonian,38,male,EE,3500.0,36,loan_consolidation,secondary,divorced,0.0,fully,UpTo5Years,15To25Years,civil_service,owner,3997.0,17,2357.0,30.87,2081.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,22,male,EE,3000.0,60,loan_consolidation,secondary,single,0.0,fully,UpTo4Years,2To5Years,processing,tenant_furnished,763.0,12,440.0,53.74,226.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,russian,33,male,EE,1500.0,24,home_improvement,vocational,single,0.0,fully,MoreThan5Years,5To10Years,transport,owner_with_encumbrance,1052.0,10,547.0,17.59,423.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,russian,30,female,EE,1300.0,36,loan_consolidation,secondary,cohabitant,1.0,fully,UpTo1Year,10To15Years,processing,joint_tenant,422.0,9,389.0,13.03,211.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,43,female,EE,1500.0,24,loan_consolidation,secondary,divorced,1.0,fully,UpTo1Year,LessThan2Years,retail,tenant_furnished,613.0,6,241.0,18.27,290.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,30,female,EE,2000.0,24,vehicle,secondary,cohabitant,1.0,fully,UpTo4Years,10To15Years,other,mortgage,903.0,7,506.0,32.56,293.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,russian,32,male,EE,2500.0,24,vehicle,vocational,single,0.0,fully,UpTo5Years,5To10Years,telecom,living_with_parents,1200.0,1,12.0,11.42,1051.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,28,male,EE,300.0,12,other,secondary,single,0.0,fully,UpTo2Years,LessThan2Years,other,living_with_parents,385.0,2,49.0,20.26,307.0,,,1000.0,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,russian,30,male,EE,3000.0,36,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo1Year,5To10Years,other,living_with_parents,956.0,7,468.0,12.97,707.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,42,male,EE,4000.0,36,home_improvement,secondary,cohabitant,2.0,self_employed,MoreThan5Years,MoreThan25Years,other,owner,1688.0,10,908.0,28.61,697.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,38,male,EE,7000.0,60,business,secondary,cohabitant,4.0,fully,UpTo3Years,2To5Years,retail,mortgage,1256.0,6,666.0,40.68,372.0,,,,1,3000.0,635.57,0.0,0,0,,
1,expenses_verified,estonian,41,male,EE,1500.0,12,loan_consolidation,secondary,single,0.0,fully,UpTo4Years,2To5Years,telecom,owner,1160.0,6,175.0,17.5,847.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,25,female,EE,1000.0,24,home_improvement,secondary,cohabitant,0.0,fully,MoreThan5Years,5To10Years,retail,owner,689.0,7,363.0,23.66,270.0,,,,1,1000.0,76.35,0.0,0,0,,
0,expenses_verified,estonian,32,male,EE,2000.0,60,business,secondary,married,2.0,partially,MoreThan5Years,15To25Years,telecom,mortgage,1302.0,6,700.0,18.66,560.0,,,,2,4000.0,3931.76,0.0,0,0,,
1,expenses_verified,estonian,31,female,EE,6000.0,24,real_estate,secondary,cohabitant,2.0,fully,UpTo2Years,10To15Years,retail,mortgage,2036.0,11,826.0,45.63,881.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,64,female,EE,3000.0,60,loan_consolidation,secondary,cohabitant,0.0,retiree,UpTo5Years,LessThan2Years,processing,owner,340.0,9,456.0,59.71,92.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,23,male,EE,2000.0,18,loan_consolidation,vocational,single,0.0,fully,UpTo2Years,2To5Years,processing,living_with_parents,607.0,5,40.0,22.57,430.0,,,,0,0.0,0.0,0.0,0,1,,
1,expenses_verified,estonian,26,male,EE,3700.0,36,loan_consolidation,higher,single,0.0,fully,UpTo4Years,2To5Years,civil_service,tenant_furnished,885.0,11,174.0,26.33,562.0,,,,0,0.0,0.0,0.0,0,0,,
0,expenses_verified,estonian,22,male,EE,2000.0,18,loan_consolidation,secondary,cohabitant,0.0,fully,UpTo1Year,LessThan2Years,telecom,living_with_parents,767.0,8,375.0,41.59,414.0,,,,2,3000.0,604.22,0.0,0,0,,
0,expenses_verified,estonian,38,female,EE,500.0,36,health,higher,cohabitant,2.0,fully,UpTo1Year,15To25Years,finance,living_with_parents,895.0,7,483.0,29.61,463.0,,,,7,5949.59,4945.26,0.0,0,0,,
0,expenses_verified,estonian,46,male,EE,800.0,48,home_improvement,secondary,married,1.0,fully,UpTo2Years,MoreThan25Years,processing,owner,910.0,6,501.0,27.69,385.0,,,,5,2792.0082,1065.535,0.0,0,0,,
1,expenses_verified,russian,39,male,EE,5000.0,60,loan_consolidation,secondary,cohabitant,2.0,fully,MoreThan5Years,5To10Years,construction,owner,1200.0,12,934.0,18.33,564.0,,,,0,0.0,0.0,0.0,0,0,,
1,expenses_verified,estonian,22,male,EE,700.0,24,travel,secondary,cohabitant,0.0,fully,UpTo3Years,5To10Years,processing,tenant_furnished,1401.0,14,571.0,40.9,792.0,,,,0,0.0,0.0,0.0,0,0,,
